GI/13/0003,24
GI/13/0004,26
GI/13/0005,27
GI/13/0006,28
GI/13/0007,30
GI/13/0009,25
GI/13/0010,18
GI/13/0011,15
GI/13/0014,25
GI/13/0016,18
GI/13/0018,25
GI/13/0019,27
GI/13/0020,20
GI/13/0021,32
GI/13/0022,24
GI/13/0023,27
GI/13/0024,32.5
GI/13/0025,13
GI/13/0026,21
GI/13/0029,14
GI/13/0030,25
GI/13/0034,19
GI/13/0035,20
GI/13/0036,22
GI/13/0038,16
GI/13/0039,24
GI/12/0147,27
