EXAM NO,SCORE
/13/0005,32
/13/0006,38
/13/0010,38
/13/0011,39
/13/0016,36
/13/0017,40
/13/0018,37
/13/0019,40
/13/0022,40
/13/0026,39
/13/0028,34
/13/0030,41
/13/0033,43
/13/0034,36
/13/0037,39
/13/0042,40
/13/0045,35
/13/0046,35
/13/0048,29
/13/0050,34
/13/0052,41
/13/0053,39
/13/0057,38
/13/0066,41
